GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HC09_VC97,2017 - 2013 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Other Hispanic or Latino
HC01_VC98,2017 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino
HC02_VC98,2016 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino
HC03_VC98,2017 - 2016 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino
HC04_VC98,2015 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino
HC05_VC98,2017 - 2015 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino
HC06_VC98,2014 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino
HC07_VC98,2017 - 2014 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino
HC08_VC98,2013 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino
HC09_VC98,2017 - 2013 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino
HC01_VC99,2017 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - White alone
HC02_VC99,2016 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - White alone
HC03_VC99,2017 - 2016 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - White alone
HC04_VC99,2015 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - White alone
HC05_VC99,2017 - 2015 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - White alone
HC06_VC99,2014 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - White alone
HC07_VC99,2017 - 2014 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - White alone
HC08_VC99,2013 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - White alone
HC09_VC99,2017 - 2013 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - White alone
HC01_VC100,2017 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Black or African American alone
HC02_VC100,2016 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Black or African American alone
HC03_VC100,2017 - 2016 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Black or African American alone
HC04_VC100,2015 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Black or African American alone
HC05_VC100,2017 - 2015 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Black or African American alone
HC06_VC100,2014 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Black or African American alone
HC07_VC100,2017 - 2014 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Black or African American alone
HC08_VC100,2013 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Black or African American alone
HC09_VC100,2017 - 2013 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Black or African American alone
HC01_VC101,2017 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - American Indian and Alaska Native alone
HC02_VC101,2016 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - American Indian and Alaska Native alone
HC03_VC101,2017 - 2016 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - American Indian and Alaska Native alone
HC04_VC101,2015 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - American Indian and Alaska Native alone
HC05_VC101,2017 - 2015 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - American Indian and Alaska Native alone
HC06_VC101,2014 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - American Indian and Alaska Native alone
HC07_VC101,2017 - 2014 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - American Indian and Alaska Native alone
HC08_VC101,2013 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - American Indian and Alaska Native alone
HC09_VC101,2017 - 2013 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - American Indian and Alaska Native alone
HC01_VC102,2017 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Asian alone
HC02_VC102,2016 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Asian alone
HC03_VC102,2017 - 2016 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Asian alone
HC04_VC102,2015 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Asian alone
HC05_VC102,2017 - 2015 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Asian alone
HC06_VC102,2014 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Asian alone
HC07_VC102,2017 - 2014 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Asian alone
HC08_VC102,2013 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Asian alone
HC09_VC102,2017 - 2013 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Asian alone
HC01_VC103,2017 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Native Hawaiian and Other Pacific Islander alone
HC02_VC103,2016 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Native Hawaiian and Other Pacific Islander alone
HC03_VC103,2017 - 2016 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Native Hawaiian and Other Pacific Islander alone
HC04_VC103,2015 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Native Hawaiian and Other Pacific Islander alone
HC05_VC103,2017 - 2015 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Native Hawaiian and Other Pacific Islander alone
HC06_VC103,2014 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Native Hawaiian and Other Pacific Islander alone
HC07_VC103,2017 - 2014 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Native Hawaiian and Other Pacific Islander alone
HC08_VC103,2013 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Native Hawaiian and Other Pacific Islander alone
HC09_VC103,2017 - 2013 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Native Hawaiian and Other Pacific Islander alone
HC01_VC104,2017 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Some other race alone
HC02_VC104,2016 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Some other race alone
HC03_VC104,2017 - 2016 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Some other race alone
HC04_VC104,2015 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Some other race alone
HC05_VC104,2017 - 2015 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Some other race alone
HC06_VC104,2014 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Some other race alone
HC07_VC104,2017 - 2014 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Some other race alone
HC08_VC104,2013 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Some other race alone
HC09_VC104,2017 - 2013 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Some other race alone
HC01_VC105,2017 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races
HC02_VC105,2016 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races
HC03_VC105,2017 - 2016 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races
HC04_VC105,2015 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races
HC05_VC105,2017 - 2015 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races
HC06_VC105,2014 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races
HC07_VC105,2017 - 2014 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races
HC08_VC105,2013 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races
HC09_VC105,2017 - 2013 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races
HC01_VC106,2017 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races - Two races including Some other race
HC02_VC106,2016 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races - Two races including Some other race
HC03_VC106,2017 - 2016 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races - Two races including Some other race
HC04_VC106,2015 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races - Two races including Some other race
HC05_VC106,2017 - 2015 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races - Two races including Some other race
HC06_VC106,2014 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races - Two races including Some other race
HC07_VC106,2017 - 2014 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races - Two races including Some other race
HC08_VC106,2013 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races - Two races including Some other race
HC09_VC106,2017 - 2013 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races - Two races including Some other race
HC01_VC107,"2017 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races - Two races excluding Some other race, and Three or more races"
HC02_VC107,"2016 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races - Two races excluding Some other race, and Three or more races"
HC03_VC107,"2017 - 2016 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races - Two races excluding Some other race, and Three or more races"
HC04_VC107,"2015 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races - Two races excluding Some other race, and Three or more races"
HC05_VC107,"2017 - 2015 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races - Two races excluding Some other race, and Three or more races"
HC06_VC107,"2014 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races - Two races excluding Some other race, and Three or more races"
HC07_VC107,"2017 - 2014 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races - Two races excluding Some other race, and Three or more races"
HC08_VC107,"2013 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races - Two races excluding Some other race, and Three or more races"
HC09_VC107,"2017 - 2013 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races - Two races excluding Some other race, and Three or more races"
HC01_VC109,2017 Estimate; HISPANIC OR LATINO AND RACE - Total housing units
HC02_VC109,2016 Estimate; HISPANIC OR LATINO AND RACE - Total housing units
HC03_VC109,2017 - 2016 Statistical Significance; HISPANIC OR LATINO AND RACE - Total housing units
HC04_VC109,2015 Estimate; HISPANIC OR LATINO AND RACE - Total housing units
HC05_VC109,2017 - 2015 Statistical Significance; HISPANIC OR LATINO AND RACE - Total housing units
HC06_VC109,2014 Estimate; HISPANIC OR LATINO AND RACE - Total housing units
HC07_VC109,2017 - 2014 Statistical Significance; HISPANIC OR LATINO AND RACE - Total housing units
HC08_VC109,2013 Estimate; HISPANIC OR LATINO AND RACE - Total housing units
HC09_VC109,2017 - 2013 Statistical Significance; HISPANIC OR LATINO AND RACE - Total housing units
HC01_VC113,"2017 Estimate; CITIZEN, VOTING AGE POPULATION - Citizen, 18 and over population"
HC02_VC113,"2016 Estimate; CITIZEN, VOTING AGE POPULATION - Citizen, 18 and over population"
HC03_VC113,"2017 - 2016 Statistical Significance; CITIZEN, VOTING AGE POPULATION - Citizen, 18 and over population"
HC04_VC113,"2015 Estimate; CITIZEN, VOTING AGE POPULATION - Citizen, 18 and over population"
HC05_VC113,"2017 - 2015 Statistical Significance; CITIZEN, VOTING AGE POPULATION - Citizen, 18 and over population"
HC06_VC113,"2014 Estimate; CITIZEN, VOTING AGE POPULATION - Citizen, 18 and over population"
HC07_VC113,"2017 - 2014 Statistical Significance; CITIZEN, VOTING AGE POPULATION - Citizen, 18 and over population"
HC08_VC113,"2013 Estimate; CITIZEN, VOTING AGE POPULATION - Citizen, 18 and over population"
HC09_VC113,"2017 - 2013 Statistical Significance; CITIZEN, VOTING AGE POPULATION - Citizen, 18 and over population"
HC01_VC114,"2017 Estimate; CITIZEN, VOTING AGE POPULATION - Citizen, 18 and over population - Male"
HC02_VC114,"2016 Estimate; CITIZEN, VOTING AGE POPULATION - Citizen, 18 and over population - Male"
HC03_VC114,"2017 - 2016 Statistical Significance; CITIZEN, VOTING AGE POPULATION - Citizen, 18 and over population - Male"
HC04_VC114,"2015 Estimate; CITIZEN, VOTING AGE POPULATION - Citizen, 18 and over population - Male"
HC05_VC114,"2017 - 2015 Statistical Significance; CITIZEN, VOTING AGE POPULATION - Citizen, 18 and over population - Male"
HC06_VC114,"2014 Estimate; CITIZEN, VOTING AGE POPULATION - Citizen, 18 and over population - Male"
HC07_VC114,"2017 - 2014 Statistical Significance; CITIZEN, VOTING AGE POPULATION - Citizen, 18 and over population - Male"
HC08_VC114,"2013 Estimate; CITIZEN, VOTING AGE POPULATION - Citizen, 18 and over population - Male"
HC09_VC114,"2017 - 2013 Statistical Significance; CITIZEN, VOTING AGE POPULATION - Citizen, 18 and over population - Male"
HC01_VC115,"2017 Estimate; CITIZEN, VOTING AGE POPULATION - Citizen, 18 and over population - Female"
HC02_VC115,"2016 Estimate; CITIZEN, VOTING AGE POPULATION - Citizen, 18 and over population - Female"
HC03_VC115,"2017 - 2016 Statistical Significance; CITIZEN, VOTING AGE POPULATION - Citizen, 18 and over population - Female"
HC04_VC115,"2015 Estimate; CITIZEN, VOTING AGE POPULATION - Citizen, 18 and over population - Female"
HC05_VC115,"2017 - 2015 Statistical Significance; CITIZEN, VOTING AGE POPULATION - Citizen, 18 and over population - Female"
HC06_VC115,"2014 Estimate; CITIZEN, VOTING AGE POPULATION - Citizen, 18 and over population - Female"
HC07_VC115,"2017 - 2014 Statistical Significance; CITIZEN, VOTING AGE POPULATION - Citizen, 18 and over population - Female"
HC08_VC115,"2013 Estimate; CITIZEN, VOTING AGE POPULATION - Citizen, 18 and over population - Female"
HC09_VC115,"2017 - 2013 Statistical Significance; CITIZEN, VOTING AGE POPULATION - Citizen, 18 and over population - Female"
